alpha,valence,seed,proto_id,well_depth,proto_distance,gru_ih_norm,gru_hh_norm,proto_g_0,proto_g_1,proto_g_2,proto_g_3,proto_g_4,proto_g_5,proto_g_6,proto_g_7,proto_g_8,proto_g_9,proto_g_10,proto_g_11
0.5,MMMM,1,0,4.9280923121841624e-05,8.207001686096191,7.872783660888672,6.349742889404297,-0.45271429419517517,-0.5786718130111694,0.27346932888031006,-1.3403126001358032,-1.4020618200302124,-2.084496021270752,1.192629098892212,1.7124978303909302,0.8549191951751709,-0.07463570684194565,1.4628819227218628,-1.6678773164749146
0.5,MMMM,1,1,4.9280923121841624e-05,8.207001686096191,7.872783660888672,6.349742889404297,-0.18510781228542328,0.3180415630340576,-0.592230498790741,1.112532138824463,1.8537864685058594,0.9999290704727173,-0.49912014603614807,-1.878377914428711,-0.6788344979286194,0.24947284162044525,-1.3613765239715576,1.9939217567443848
0.5,MMMM,2,0,4.582897963700816e-05,8.359109878540039,8.031839370727539,7.046725749969482,-0.2127097249031067,0.11506084352731705,-0.21719597280025482,0.9362418055534363,1.639835000038147,1.077130675315857,-0.48872384428977966,-1.6905732154846191,-1.3744813203811646,-0.3306179344654083,-1.103328824043274,1.872889518737793
0.5,MMMM,2,1,4.582897963700816e-05,8.359109878540039,8.031839370727539,7.046725749969482,-0.33362656831741333,-0.5082926154136658,0.532664954662323,-1.3176528215408325,-1.6800544261932373,-2.1716511249542236,1.264465093612671,1.680173397064209,0.934429943561554,0.5322332382202148,1.5207219123840332,-1.9814743995666504
0.5,MMMM,3,0,2.2622605683864094e-05,8.540393829345703,7.847383975982666,8.122599601745605,0.4872393012046814,0.5967286825180054,-0.7352300882339478,0.7674196362495422,1.852135419845581,-0.2938024401664734,-0.4286176264286041,-1.5656522512435913,-0.8577911853790283,0.5020542740821838,-1.1036649942398071,2.1911566257476807
0.5,MMMM,3,1,2.2622605683864094e-05,8.540393829345703,7.847383975982666,8.122599601745605,-0.9709296226501465,-0.6815023422241211,0.9417099356651306,-1.0194129943847656,-2.3086256980895996,-0.5457186698913574,1.3572967052459717,2.002962350845337,1.1027460098266602,-0.18324026465415955,1.8303567171096802,-1.9260741472244263
0.5,MMMM,4,0,2.945309279311914e-05,8.334606170654297,8.076340675354004,7.3802995681762695,0.5556163787841797,-0.06584467738866806,0.9713412523269653,1.1915382146835327,1.9485784769058228,0.5419389009475708,-0.775989294052124,-2.075472831726074,-0.8213046789169312,-0.34571343660354614,-1.9793365001678467,1.7286651134490967
0.5,MMMM,4,1,2.945309279311914e-05,8.334606170654297,8.076340675354004,7.3802995681762695,-1.5400198698043823,0.08476711809635162,-0.7833276391029358,-0.7515729665756226,-0.9129514098167419,-1.9720958471298218,1.2533069849014282,1.4468421936035156,0.9075052738189697,0.3186326324939728,1.4931066036224365,-1.6882455348968506
0.5,MMMM,5,0,4.4092510506743565e-05,17.260744094848633,7.616673469543457,6.607783794403076,-4.69057559967041,-4.814735412597656,-4.997371196746826,4.784756183624268,-5.206309795379639,-5.623291969299316,-5.349819660186768,-4.984518051147461,4.820106029510498,-4.312600135803223,5.119198322296143,5.025515556335449
0.5,MMMM,5,1,4.4092510506743565e-05,17.260744094848633,7.616673469543457,6.607783794403076,-0.027954429388046265,0.02250687964260578,0.04300091415643692,0.062273673713207245,0.05146768316626549,-0.09569771587848663,0.08363404124975204,-0.026929518207907677,0.04327914118766785,0.04066591337323189,-0.056781232357025146,0.10323941707611084
