n_perturb,pe_late,g_norm_late,alpha_late,zone0_frac,zone1_frac,zone2_frac,zone3_frac,zone4_frac
0,0.012158664093042414,3.0266892315149305,0.29999694993098575,0.0,0.0,0.0375,0.041,0.9215
1,0.012463461182080209,3.2124291833440464,0.07787858120600383,0.0,0.0,0.043,0.042333333333333334,0.9146666666666666
2,0.012799289742601104,3.110556574682395,0.09679122324412068,0.0,0.00016666666666666666,0.06166666666666667,0.050166666666666665,0.888
3,0.013402804708379942,3.3341241643428803,0.14278319784874718,0.0,0.004333333333333333,0.0575,0.059166666666666666,0.879
4,0.012834706951815558,2.883852208336194,0.121634498535345,0.0,0.0,0.0425,0.049666666666666665,0.9078333333333334
5,0.01337828566688889,3.563379581173261,0.2999998641014099,0.0,0.003,0.06116666666666667,0.04616666666666667,0.8896666666666667
6,0.013194568381800005,3.259679064830144,0.17203763717164597,0.0,0.0,0.043833333333333335,0.04683333333333333,0.9093333333333333
