probe_idx,zone_id,x,y,g_label,z_raw_norm,z_t_norm,z_shift,gamma_mean,gamma_abs_mean,beta_mean,z_raw_0,z_t_0,gamma_0,beta_0,z_raw_1,z_t_1,gamma_1,beta_1,z_raw_2,z_t_2,gamma_2,beta_2,z_raw_3,z_t_3,gamma_3,beta_3,z_raw_4,z_t_4,gamma_4,beta_4,z_raw_5,z_t_5,gamma_5,beta_5,z_raw_6,z_t_6,gamma_6,beta_6,z_raw_7,z_t_7,gamma_7,beta_7,z_raw_8,z_t_8,gamma_8,beta_8,z_raw_9,z_t_9,gamma_9,beta_9,z_raw_10,z_t_10,gamma_10,beta_10,z_raw_11,z_t_11,gamma_11,beta_11,z_raw_12,z_t_12,gamma_12,beta_12,z_raw_13,z_t_13,gamma_13,beta_13,z_raw_14,z_t_14,gamma_14,beta_14,z_raw_15,z_t_15,gamma_15,beta_15
0,0,0,5,high_perturb,3.1115424633026123,4.485465049743652,2.7723302841186523,0.01740938425064087,0.49510809779167175,-0.06885498762130737,-0.8385012149810791,0.3375726342201233,-1.145403265953064,0.21565181016921997,0.10523995757102966,-0.0580143928527832,-0.15767425298690796,-0.146660715341568,-0.7373718023300171,-0.1614817976951599,-0.32555341720581055,0.3358360826969147,-0.7470866441726685,-0.5816889405250549,-0.04505905508995056,0.1317346692085266,0.9309714436531067,0.9826865196228027,0.3967754542827606,-0.3176715672016144,-0.09000815451145172,0.29941511154174805,0.16988462209701538,0.40471428632736206,-0.9196093082427979,-0.9656400680541992,-0.2556317150592804,-0.2811119854450226,-0.8876156210899353,-1.6144994497299194,0.7335166335105896,-0.07580296695232391,0.9455171227455139,2.22969651222229,1.0724080801010132,0.2701990604400635,-0.7976507544517517,-0.7486015558242798,-0.565339982509613,-0.4018946588039398,-0.29873329401016235,-0.6307914853096008,-0.5364638566970825,-0.492317795753479,-0.9920418858528137,-1.7604491710662842,0.486733078956604,-0.28554776310920715,-0.9628397822380066,-1.7431163787841797,0.7163307070732117,-0.09056481719017029,0.956514298915863,-0.33809518814086914,-0.7164067029953003,-0.6093562245368958,0.9090955257415771,1.6771899461746216,0.5244913697242737,0.29128167033195496,0.29198789596557617,0.22019505500793457,-0.07405751943588257,-0.05016893520951271
0,0,0,5,g_zero,3.1115424633026123,3.1216468811035156,0.6147662997245789,0.00024110544472932816,0.08798889070749283,-0.0077217877842485905,-0.8385012149810791,-0.4836691915988922,-0.30152931809425354,0.10199937969446182,0.10523995757102966,0.02235279232263565,-0.04838782921433449,-0.07779483497142792,-0.7373718023300171,-0.5960496068000793,-0.0761202797293663,0.08519327640533447,-0.7470866441726685,-0.7611533403396606,0.161137193441391,0.10631677508354187,0.9309714436531067,0.7816265821456909,-0.028208600357174873,-0.12308349460363388,-0.09000815451145172,0.05382160097360611,-0.0008218864677473903,0.14375577867031097,-0.9196093082427979,-0.923690140247345,0.037298474460840225,0.03021911159157753,-0.8876156210899353,-1.0248234272003174,0.11292070895433426,-0.03697754442691803,0.9455171227455139,1.045518159866333,0.10176952183246613,0.003776133293285966,-0.7976507544517517,-0.9093479514122009,0.0451626218855381,-0.0756731852889061,-0.29873329401016235,-0.4343274235725403,-0.1043662577867508,-0.1667718142271042,-0.9920418858528137,-1.0301986932754517,0.0008384406683035195,-0.037325065582990646,-0.9628397822380066,-1.056579351425171,0.06427817046642303,-0.0318499431014061,0.956514298915863,0.6804744601249695,-0.1425480991601944,-0.139690563082695,0.9090955257415771,1.0913540124893188,0.13932986557483673,0.055594295263290405,0.29198789596557617,0.3433370888233185,0.043104931712150574,0.03876308724284172
1,0,0,5,high_perturb,3.1115424633026123,4.485465049743652,2.7723302841186523,0.01740938425064087,0.49510809779167175,-0.06885498762130737,-0.8385012149810791,0.3375726342201233,-1.145403265953064,0.21565181016921997,0.10523995757102966,-0.0580143928527832,-0.15767425298690796,-0.146660715341568,-0.7373718023300171,-0.1614817976951599,-0.32555341720581055,0.3358360826969147,-0.7470866441726685,-0.5816889405250549,-0.04505905508995056,0.1317346692085266,0.9309714436531067,0.9826865196228027,0.3967754542827606,-0.3176715672016144,-0.09000815451145172,0.29941511154174805,0.16988462209701538,0.40471428632736206,-0.9196093082427979,-0.9656400680541992,-0.2556317150592804,-0.2811119854450226,-0.8876156210899353,-1.6144994497299194,0.7335166335105896,-0.07580296695232391,0.9455171227455139,2.22969651222229,1.0724080801010132,0.2701990604400635,-0.7976507544517517,-0.7486015558242798,-0.565339982509613,-0.4018946588039398,-0.29873329401016235,-0.6307914853096008,-0.5364638566970825,-0.492317795753479,-0.9920418858528137,-1.7604491710662842,0.486733078956604,-0.28554776310920715,-0.9628397822380066,-1.7431163787841797,0.7163307070732117,-0.09056481719017029,0.956514298915863,-0.33809518814086914,-0.7164067029953003,-0.6093562245368958,0.9090955257415771,1.6771899461746216,0.5244913697242737,0.29128167033195496,0.29198789596557617,0.22019505500793457,-0.07405751943588257,-0.05016893520951271
1,0,0,5,g_zero,3.1115424633026123,3.1216468811035156,0.6147662997245789,0.00024110544472932816,0.08798889070749283,-0.0077217877842485905,-0.8385012149810791,-0.4836691915988922,-0.30152931809425354,0.10199937969446182,0.10523995757102966,0.02235279232263565,-0.04838782921433449,-0.07779483497142792,-0.7373718023300171,-0.5960496068000793,-0.0761202797293663,0.08519327640533447,-0.7470866441726685,-0.7611533403396606,0.161137193441391,0.10631677508354187,0.9309714436531067,0.7816265821456909,-0.028208600357174873,-0.12308349460363388,-0.09000815451145172,0.05382160097360611,-0.0008218864677473903,0.14375577867031097,-0.9196093082427979,-0.923690140247345,0.037298474460840225,0.03021911159157753,-0.8876156210899353,-1.0248234272003174,0.11292070895433426,-0.03697754442691803,0.9455171227455139,1.045518159866333,0.10176952183246613,0.003776133293285966,-0.7976507544517517,-0.9093479514122009,0.0451626218855381,-0.0756731852889061,-0.29873329401016235,-0.4343274235725403,-0.1043662577867508,-0.1667718142271042,-0.9920418858528137,-1.0301986932754517,0.0008384406683035195,-0.037325065582990646,-0.9628397822380066,-1.056579351425171,0.06427817046642303,-0.0318499431014061,0.956514298915863,0.6804744601249695,-0.1425480991601944,-0.139690563082695,0.9090955257415771,1.0913540124893188,0.13932986557483673,0.055594295263290405,0.29198789596557617,0.3433370888233185,0.043104931712150574,0.03876308724284172
2,0,1,1,high_perturb,3.2472290992736816,4.607237339019775,2.7454206943511963,0.01740938425064087,0.49510809779167175,-0.06885498762130737,-0.8792175054550171,0.34349292516708374,-1.145403265953064,0.21565181016921997,-0.5443652868270874,-0.6051936149597168,-0.15767425298690796,-0.146660715341568,-0.3225966691970825,0.11826185882091522,-0.32555341720581055,0.3358360826969147,-0.8549379110336304,-0.6846805214881897,-0.04505905508995056,0.1317346692085266,0.9187268614768982,0.9655835628509521,0.3967754542827606,-0.3176715672016144,-0.46903422474861145,-0.14400166273117065,0.16988462209701538,0.40471428632736206,-0.9714245200157166,-1.0042096376419067,-0.2556317150592804,-0.2811119854450226,-0.8732271194458008,-1.5895566940307617,0.7335166335105896,-0.07580296695232391,0.9687593579292297,2.2778639793395996,1.0724080801010132,0.2701990604400635,-0.9423593282699585,-0.8115005493164062,-0.565339982509613,-0.4018946588039398,-0.5989388823509216,-0.7699476480484009,-0.5364638566970825,-0.492317795753479,-0.9964368939399719,-1.7669833898544312,0.486733078956604,-0.28554776310920715,-0.9712084531784058,-1.7574797868728638,0.7163307070732117,-0.09056481719017029,0.9148246049880981,-0.34991809725761414,-0.7164067029953003,-0.6093562245368958,0.9432746767997742,1.7292957305908203,0.5244913697242737,0.29128167033195496,0.14779260754585266,0.08667851984500885,-0.07405751943588257,-0.05016893520951271
2,0,1,1,g_zero,3.2472290992736816,3.2896997928619385,0.6062064170837402,0.00024110544472932816,0.08798889070749283,-0.0077217877842485905,-0.8792175054550171,-0.5121082663536072,-0.30152931809425354,0.10199937969446182,-0.5443652868270874,-0.5958194732666016,-0.04838782921433449,-0.07779483497142792,-0.3225966691970825,-0.2128472626209259,-0.0761202797293663,0.08519327640533447,-0.8549379110336304,-0.8863834142684937,0.161137193441391,0.10631677508354187,0.9187268614768982,0.769727349281311,-0.028208600357174873,-0.12308349460363388,-0.46903422474861145,-0.32489293813705444,-0.0008218864677473903,0.14375577867031097,-0.9714245200157166,-0.9774380326271057,0.037298474460840225,0.03021911159157753,-0.8732271194458008,-1.0088101625442505,0.11292070895433426,-0.03697754442691803,0.9687593579292297,1.0711257457733154,0.10176952183246613,0.003776133293285966,-0.9423593282699585,-1.0605919361114502,0.0451626218855381,-0.0756731852889061,-0.5989388823509216,-0.7032017111778259,-0.1043662577867508,-0.1667718142271042,-0.9964368939399719,-1.034597396850586,0.0008384406683035195,-0.037325065582990646,-0.9712084531784058,-1.0654858350753784,0.06427817046642303,-0.0318499431014061,0.9148246049880981,0.6447275280952454,-0.1425480991601944,-0.139690563082695,0.9432746767997742,1.1302953958511353,0.13932986557483673,0.055594295263290405,0.14779260754585266,0.192926287651062,0.043104931712150574,0.03876308724284172
3,0,2,5,high_perturb,3.147865056991577,4.524059772491455,2.769165277481079,0.01740938425064087,0.49510809779167175,-0.06885498762130737,-0.8555701971054077,0.3400545120239258,-1.145403265953064,0.21565181016921997,-0.0672796368598938,-0.2033320814371109,-0.15767425298690796,-0.146660715341568,-0.6395515203475952,-0.09550726413726807,-0.32555341720581055,0.3358360826969147,-0.7828778624534607,-0.6158674359321594,-0.04505905508995056,0.1317346692085266,0.9272887706756592,0.9775426387786865,0.3967754542827606,-0.3176715672016144,-0.17713706195354462,0.1974843442440033,0.16988462209701538,0.40471428632736206,-0.9446706771850586,-0.9842948913574219,-0.2556317150592804,-0.2811119854450226,-0.8890169858932495,-1.6169286966323853,0.7335166335105896,-0.07580296695232391,0.9552788734436035,2.249926805496216,1.0724080801010132,0.2701990604400635,-0.8639495968818665,-0.7774189710617065,-0.565339982509613,-0.4018946588039398,-0.43135619163513184,-0.6922670006752014,-0.5364638566970825,-0.492317795753479,-0.99408358335495,-1.7634847164154053,0.486733078956604,-0.28554776310920715,-0.9672284722328186,-1.750648856163025,0.7163307070732117,-0.09056481719017029,0.947925329208374,-0.34053096175193787,-0.7164067029953003,-0.6093562245368958,0.9213495254516602,1.6958709955215454,0.5244913697242737,0.29128167033195496,0.24574941396713257,0.17738088965415955,-0.07405751943588257,-0.05016893520951271
3,0,2,5,g_zero,3.147865056991577,3.1718525886535645,0.6128695607185364,0.00024110544472932816,0.08798889070749283,-0.0077217877842485905,-0.8555701971054077,-0.4955913722515106,-0.30152931809425354,0.10199937969446182,-0.0672796368598938,-0.14181895554065704,-0.04838782921433449,-0.07779483497142792,-0.6395515203475952,-0.5056754350662231,-0.0761202797293663,0.08519327640533447,-0.7828778624534607,-0.8027118444442749,0.161137193441391,0.10631677508354187,0.9272887706756592,0.7780477404594421,-0.028208600357174873,-0.12308349460363388,-0.17713706195354462,-0.03323569893836975,-0.0008218864677473903,0.14375577867031097,-0.9446706771850586,-0.9496862888336182,0.037298474460840225,0.03021911159157753,-0.8890169858932495,-1.0263830423355103,0.11292070895433426,-0.03697754442691803,0.9552788734436035,1.056273341178894,0.10176952183246613,0.003776133293285966,-0.8639495968818665,-0.9786410331726074,0.0451626218855381,-0.0756731852889061,-0.43135619163513184,-0.5531089901924133,-0.1043662577867508,-0.1667718142271042,-0.99408358335495,-1.0322420597076416,0.0008384406683035195,-0.037325065582990646,-0.9672284722328186,-1.06125009059906,0.06427817046642303,-0.0318499431014061,0.947925329208374,0.6731098294258118,-0.1425480991601944,-0.139690563082695,0.9213495254516602,1.1053154468536377,0.13932986557483673,0.055594295263290405,0.24574941396713257,0.2951054871082306,0.043104931712150574,0.03876308724284172
4,0,1,1,high_perturb,3.2472290992736816,4.607237339019775,2.7454206943511963,0.01740938425064087,0.49510809779167175,-0.06885498762130737,-0.8792175054550171,0.34349292516708374,-1.145403265953064,0.21565181016921997,-0.5443652868270874,-0.6051936149597168,-0.15767425298690796,-0.146660715341568,-0.3225966691970825,0.11826185882091522,-0.32555341720581055,0.3358360826969147,-0.8549379110336304,-0.6846805214881897,-0.04505905508995056,0.1317346692085266,0.9187268614768982,0.9655835628509521,0.3967754542827606,-0.3176715672016144,-0.46903422474861145,-0.14400166273117065,0.16988462209701538,0.40471428632736206,-0.9714245200157166,-1.0042096376419067,-0.2556317150592804,-0.2811119854450226,-0.8732271194458008,-1.5895566940307617,0.7335166335105896,-0.07580296695232391,0.9687593579292297,2.2778639793395996,1.0724080801010132,0.2701990604400635,-0.9423593282699585,-0.8115005493164062,-0.565339982509613,-0.4018946588039398,-0.5989388823509216,-0.7699476480484009,-0.5364638566970825,-0.492317795753479,-0.9964368939399719,-1.7669833898544312,0.486733078956604,-0.28554776310920715,-0.9712084531784058,-1.7574797868728638,0.7163307070732117,-0.09056481719017029,0.9148246049880981,-0.34991809725761414,-0.7164067029953003,-0.6093562245368958,0.9432746767997742,1.7292957305908203,0.5244913697242737,0.29128167033195496,0.14779260754585266,0.08667851984500885,-0.07405751943588257,-0.05016893520951271
4,0,1,1,g_zero,3.2472290992736816,3.2896997928619385,0.6062064170837402,0.00024110544472932816,0.08798889070749283,-0.0077217877842485905,-0.8792175054550171,-0.5121082663536072,-0.30152931809425354,0.10199937969446182,-0.5443652868270874,-0.5958194732666016,-0.04838782921433449,-0.07779483497142792,-0.3225966691970825,-0.2128472626209259,-0.0761202797293663,0.08519327640533447,-0.8549379110336304,-0.8863834142684937,0.161137193441391,0.10631677508354187,0.9187268614768982,0.769727349281311,-0.028208600357174873,-0.12308349460363388,-0.46903422474861145,-0.32489293813705444,-0.0008218864677473903,0.14375577867031097,-0.9714245200157166,-0.9774380326271057,0.037298474460840225,0.03021911159157753,-0.8732271194458008,-1.0088101625442505,0.11292070895433426,-0.03697754442691803,0.9687593579292297,1.0711257457733154,0.10176952183246613,0.003776133293285966,-0.9423593282699585,-1.0605919361114502,0.0451626218855381,-0.0756731852889061,-0.5989388823509216,-0.7032017111778259,-0.1043662577867508,-0.1667718142271042,-0.9964368939399719,-1.034597396850586,0.0008384406683035195,-0.037325065582990646,-0.9712084531784058,-1.0654858350753784,0.06427817046642303,-0.0318499431014061,0.9148246049880981,0.6447275280952454,-0.1425480991601944,-0.139690563082695,0.9432746767997742,1.1302953958511353,0.13932986557483673,0.055594295263290405,0.14779260754585266,0.192926287651062,0.043104931712150574,0.03876308724284172
