probe_idx,episode,t,probe_type,decoder_shift_ssss_vs_mmmm,policy_shift_ssss_vs_mmmm,policy_tvd_ssss_vs_mmmm,decoder_shift_ssss_vs_mmmm_a0,decoder_shift_ssss_vs_mmmm_a1,decoder_shift_ssss_vs_mmmm_a2,decoder_shift_ssss_vs_mmmm_a3,decoder_shift_ssss_vs_mmmm_a4,decoder_shift_ssss_vs_zero,policy_shift_ssss_vs_zero,policy_tvd_ssss_vs_zero,decoder_shift_ssss_vs_zero_a0,decoder_shift_ssss_vs_zero_a1,decoder_shift_ssss_vs_zero_a2,decoder_shift_ssss_vs_zero_a3,decoder_shift_ssss_vs_zero_a4,decoder_shift_mmmm_vs_zero,policy_shift_mmmm_vs_zero,policy_tvd_mmmm_vs_zero,decoder_shift_mmmm_vs_zero_a0,decoder_shift_mmmm_vs_zero_a1,decoder_shift_mmmm_vs_zero_a2,decoder_shift_mmmm_vs_zero_a3,decoder_shift_mmmm_vs_zero_a4,decoder_shift_ssss_vs_ssss_b,policy_shift_ssss_vs_ssss_b,policy_tvd_ssss_vs_ssss_b,decoder_shift_ssss_vs_ssss_b_a0,decoder_shift_ssss_vs_ssss_b_a1,decoder_shift_ssss_vs_ssss_b_a2,decoder_shift_ssss_vs_ssss_b_a3,decoder_shift_ssss_vs_ssss_b_a4,alpha,seed
0,0,0,quiet,0.0015466411132365465,0.0019019823521375656,0.0010905340313911438,0.0013466919772326946,0.0012654835591092706,0.0012387234019115567,0.0018395354272797704,0.0019045050721615553,0.3093241751194,0.4592951834201813,0.22712770104408264,0.3285095691680908,0.1953687220811844,0.23271210491657257,0.3713676333427429,0.37450093030929565,0.3104633688926697,0.4582359790802002,0.22650012373924255,0.32943132519721985,0.1962375044822693,0.23351281881332397,0.37281617522239685,0.37600964307785034,0.0006656114710494876,0.0007924477104097605,0.00040395185351371765,0.0005692645208910108,0.0005189557559788227,0.0005139472777955234,0.0008077381062321365,0.000839781598187983,0.1,3
1,0,1,quiet,0.0015466411132365465,0.0013023889623582363,0.0007077790796756744,0.0013466919772326946,0.0012654835591092706,0.0012387234019115567,0.0018395354272797704,0.0019045050721615553,0.3093241751194,0.35870838165283203,0.14551320672035217,0.3285095691680908,0.1953687220811844,0.23271210491657257,0.3713676333427429,0.37450093030929565,0.3104633688926697,0.3585282266139984,0.14532572031021118,0.32943132519721985,0.1962375044822693,0.23351281881332397,0.37281617522239685,0.37600964307785034,0.0006656114710494876,0.0007012663991190493,0.0003096349537372589,0.0005692645208910108,0.0005189557559788227,0.0005139472777955234,0.0008077381062321365,0.000839781598187983,0.1,3
2,0,2,quiet,0.0015466411132365465,0.0013052065623924136,0.0007122568786144257,0.0013466919772326946,0.0012654835591092706,0.0012387234019115567,0.0018395354272797704,0.0019045050721615553,0.3093241751194,0.35978198051452637,0.14703220129013062,0.3285095691680908,0.1953687220811844,0.23271210491657257,0.3713676333427429,0.37450093030929565,0.3104633688926697,0.35958677530288696,0.14683911204338074,0.32943132519721985,0.1962375044822693,0.23351281881332397,0.37281617522239685,0.37600964307785034,0.0006656114710494876,0.0006986745866015553,0.00031081028282642365,0.0005692645208910108,0.0005189557559788227,0.0005139472777955234,0.0008077381062321365,0.000839781598187983,0.1,3
3,0,3,quiet,0.0015466411132365465,0.001301025738939643,0.0007028095424175262,0.0013466919772326946,0.0012654835591092706,0.0012387234019115567,0.0018395354272797704,0.0019045050721615553,0.3093241751194,0.36561793088912964,0.15171700716018677,0.3285095691680908,0.1953687220811844,0.23271210491657257,0.3713676333427429,0.37450093030929565,0.3104633688926697,0.36545342206954956,0.15153032541275024,0.32943132519721985,0.1962375044822693,0.23351281881332397,0.37281617522239685,0.37600964307785034,0.0006656114710494876,0.0007058620103634894,0.0003069974482059479,0.0005692645208910108,0.0005189557559788227,0.0005139472777955234,0.0008077381062321365,0.000839781598187983,0.1,3
4,0,4,quiet,0.0015466411132365465,0.0012981346808373928,0.0007040537893772125,0.0013466919772326946,0.0012654835591092706,0.0012387234019115567,0.0018395354272797704,0.0019045050721615553,0.3093241751194,0.3547801673412323,0.14145009219646454,0.3285095691680908,0.1953687220811844,0.23271210491657257,0.3713676333427429,0.37450093030929565,0.3104633688926697,0.35461390018463135,0.14127017557621002,0.32943132519721985,0.1962375044822693,0.23351281881332397,0.37281617522239685,0.37600964307785034,0.0006656114710494876,0.0007026148377917707,0.0003094729036092758,0.0005692645208910108,0.0005189557559788227,0.0005139472777955234,0.0008077381062321365,0.000839781598187983,0.1,3
5,0,5,quiet,0.0015466411132365465,0.0012898225104436278,0.0006795506924390793,0.0013466919772326946,0.0012654835591092706,0.0012387234019115567,0.0018395354272797704,0.0019045050721615553,0.3093241751194,0.3772999346256256,0.1649484783411026,0.3285095691680908,0.1953687220811844,0.23271210491657257,0.3713676333427429,0.37450093030929565,0.3104633688926697,0.37717655301094055,0.16476447880268097,0.32943132519721985,0.1962375044822693,0.23351281881332397,0.37281617522239685,0.37600964307785034,0.0006656114710494876,0.0007097420748323202,0.00029540061950683594,0.0005692645208910108,0.0005189557559788227,0.0005139472777955234,0.0008077381062321365,0.000839781598187983,0.1,3
6,0,6,quiet,0.0015466411132365465,0.0013049744302406907,0.0007081925868988037,0.0013466919772326946,0.0012654835591092706,0.0012387234019115567,0.0018395354272797704,0.0019045050721615553,0.3093241751194,0.36875542998313904,0.15439589321613312,0.3285095691680908,0.1953687220811844,0.23271210491657257,0.3713676333427429,0.37450093030929565,0.3104633688926697,0.36857151985168457,0.1542016565799713,0.32943132519721985,0.1962375044822693,0.23351281881332397,0.37281617522239685,0.37600964307785034,0.0006656114710494876,0.0007029705448076129,0.0003080032765865326,0.0005692645208910108,0.0005189557559788227,0.0005139472777955234,0.0008077381062321365,0.000839781598187983,0.1,3
7,0,7,quiet,0.0015466411132365465,0.0013098444323986769,0.0007137302309274673,0.0013466919772326946,0.0012654835591092706,0.0012387234019115567,0.0018395354272797704,0.0019045050721615553,0.3093241751194,0.3675244450569153,0.1540835052728653,0.3285095691680908,0.1953687220811844,0.23271210491657257,0.3713676333427429,0.37450093030929565,0.3104633688926697,0.36732566356658936,0.1538836658000946,0.32943132519721985,0.1962375044822693,0.23351281881332397,0.37281617522239685,0.37600964307785034,0.0006656114710494876,0.0007018551114015281,0.00030974484980106354,0.0005692645208910108,0.0005189557559788227,0.0005139472777955234,0.0008077381062321365,0.000839781598187983,0.1,3
8,0,8,quiet,0.0015466411132365465,0.001297262846492231,0.0006920155137777328,0.0013466919772326946,0.0012654835591092706,0.0012387234019115567,0.0018395354272797704,0.0019045050721615553,0.3093241751194,0.3742034137248993,0.16179901361465454,0.3285095691680908,0.1953687220811844,0.23271210491657257,0.3713676333427429,0.37450093030929565,0.3104633688926697,0.3740534484386444,0.1616087257862091,0.32943132519721985,0.1962375044822693,0.23351281881332397,0.37281617522239685,0.37600964307785034,0.0006656114710494876,0.0007068286067806184,0.0003006141632795334,0.0005692645208910108,0.0005189557559788227,0.0005139472777955234,0.0008077381062321365,0.000839781598187983,0.1,3
9,0,9,quiet,0.0015466411132365465,0.0013105383841320872,0.0007145199924707413,0.0013466919772326946,0.0012654835591092706,0.0012387234019115567,0.0018395354272797704,0.0019045050721615553,0.3093241751194,0.36647164821624756,0.15372881293296814,0.3285095691680908,0.1953687220811844,0.23271210491657257,0.3713676333427429,0.37450093030929565,0.3104633688926697,0.3662702441215515,0.15352819859981537,0.32943132519721985,0.1962375044822693,0.23351281881332397,0.37281617522239685,0.37600964307785034,0.0006656114710494876,0.0007005893858149648,0.0003101769834756851,0.0005692645208910108,0.0005189557559788227,0.0005139472777955234,0.0008077381062321365,0.000839781598187983,0.1,3
