probe_idx,episode,t,probe_type,decoder_shift_ssss_vs_mmmm,policy_shift_ssss_vs_mmmm,policy_tvd_ssss_vs_mmmm,decoder_shift_ssss_vs_mmmm_a0,decoder_shift_ssss_vs_mmmm_a1,decoder_shift_ssss_vs_mmmm_a2,decoder_shift_ssss_vs_mmmm_a3,decoder_shift_ssss_vs_mmmm_a4,decoder_shift_ssss_vs_zero,policy_shift_ssss_vs_zero,policy_tvd_ssss_vs_zero,decoder_shift_ssss_vs_zero_a0,decoder_shift_ssss_vs_zero_a1,decoder_shift_ssss_vs_zero_a2,decoder_shift_ssss_vs_zero_a3,decoder_shift_ssss_vs_zero_a4,decoder_shift_mmmm_vs_zero,policy_shift_mmmm_vs_zero,policy_tvd_mmmm_vs_zero,decoder_shift_mmmm_vs_zero_a0,decoder_shift_mmmm_vs_zero_a1,decoder_shift_mmmm_vs_zero_a2,decoder_shift_mmmm_vs_zero_a3,decoder_shift_mmmm_vs_zero_a4,decoder_shift_ssss_vs_ssss_b,policy_shift_ssss_vs_ssss_b,policy_tvd_ssss_vs_ssss_b,decoder_shift_ssss_vs_ssss_b_a0,decoder_shift_ssss_vs_ssss_b_a1,decoder_shift_ssss_vs_ssss_b_a2,decoder_shift_ssss_vs_ssss_b_a3,decoder_shift_ssss_vs_ssss_b_a4,alpha,seed
0,0,0,quiet,0.00022258958779275417,0.0005345570389181376,0.0003098752349615097,0.00015599241305608302,0.00014108709001448005,0.00014110722986515611,0.00033098782296292484,0.0002720794000197202,0.310760498046875,0.6487778425216675,0.30518460273742676,0.33029475808143616,0.1993040144443512,0.2380470484495163,0.36878666281700134,0.3759969472885132,0.3108857274055481,0.648496687412262,0.3050376772880554,0.3303660750389099,0.19925251603126526,0.23799651861190796,0.36907681822776794,0.37622639536857605,0.0004214037035126239,0.0009352616616524756,0.00031506456434726715,0.0003480536979623139,0.0002836906351149082,0.000286774302367121,0.0005427228752523661,0.0005563237937167287,0.05,2
1,0,1,quiet,0.00022258958779275417,0.0004503961536101997,0.00025224220007658005,0.00015599241305608302,0.00014108709001448005,0.00014110722986515611,0.00033098782296292484,0.0002720794000197202,0.310760498046875,0.5143888592720032,0.1983458399772644,0.33029475808143616,0.1993040144443512,0.2380470484495163,0.36878666281700134,0.3759969472885132,0.3108857274055481,0.51418137550354,0.19825315475463867,0.3303660750389099,0.19925251603126526,0.23799651861190796,0.36907681822776794,0.37622639536857605,0.0004214037035126239,0.0008700581383891404,0.00024252664297819138,0.0003480536979623139,0.0002836906351149082,0.000286774302367121,0.0005427228752523661,0.0005563237937167287,0.05,2
2,0,2,quiet,0.00022258958779275417,0.0004506988625507802,0.00025271810591220856,0.00015599241305608302,0.00014108709001448005,0.00014110722986515611,0.00033098782296292484,0.0002720794000197202,0.310760498046875,0.5194473266601562,0.2038005292415619,0.33029475808143616,0.1993040144443512,0.2380470484495163,0.36878666281700134,0.3759969472885132,0.3108857274055481,0.5192399024963379,0.20370568335056305,0.3303660750389099,0.19925251603126526,0.23799651861190796,0.36907681822776794,0.37622639536857605,0.0004214037035126239,0.0008782512741163373,0.00024244468659162521,0.0003480536979623139,0.0002836906351149082,0.000286774302367121,0.0005427228752523661,0.0005563237937167287,0.05,2
3,0,3,quiet,0.00022258958779275417,0.0004505828255787492,0.0002527162432670593,0.00015599241305608302,0.00014108709001448005,0.00014110722986515611,0.00033098782296292484,0.0002720794000197202,0.310760498046875,0.5282145142555237,0.21072304248809814,0.33029475808143616,0.1993040144443512,0.2380470484495163,0.36878666281700134,0.3759969472885132,0.3108857274055481,0.5280107259750366,0.21062682569026947,0.3303660750389099,0.19925251603126526,0.23799651861190796,0.36907681822776794,0.37622639536857605,0.0004214037035126239,0.0008926016744226217,0.0002415888011455536,0.0003480536979623139,0.0002836906351149082,0.000286774302367121,0.0005427228752523661,0.0005563237937167287,0.05,2
4,0,4,quiet,0.00022258958779275417,0.00043936731526628137,0.0002437131479382515,0.00015599241305608302,0.00014108709001448005,0.00014110722986515611,0.00033098782296292484,0.0002720794000197202,0.310760498046875,0.49237260222435,0.1786125898361206,0.33029475808143616,0.1993040144443512,0.2380470484495163,0.36878666281700134,0.3759969472885132,0.3108857274055481,0.49218422174453735,0.17853064835071564,0.3303660750389099,0.19925251603126526,0.23799651861190796,0.36907681822776794,0.37622639536857605,0.0004214037035126239,0.0008640576852485538,0.00023769494146108627,0.0003480536979623139,0.0002836906351149082,0.000286774302367121,0.0005427228752523661,0.0005563237937167287,0.05,2
5,0,5,quiet,0.00022258958779275417,0.00044961427920497954,0.00025203824043273926,0.00015599241305608302,0.00014108709001448005,0.00014110722986515611,0.00033098782296292484,0.0002720794000197202,0.310760498046875,0.520583987236023,0.20220308005809784,0.33029475808143616,0.1993040144443512,0.2380470484495163,0.36878666281700134,0.3759969472885132,0.3108857274055481,0.5203800797462463,0.20211060345172882,0.3303660750389099,0.19925251603126526,0.23799651861190796,0.36907681822776794,0.37622639536857605,0.0004214037035126239,0.0008754730224609375,0.00024250801652669907,0.0003480536979623139,0.0002836906351149082,0.000286774302367121,0.0005427228752523661,0.0005563237937167287,0.05,2
6,0,6,quiet,0.00022258958779275417,0.0004482862423174083,0.0002507399767637253,0.00015599241305608302,0.00014108709001448005,0.00014110722986515611,0.00033098782296292484,0.0002720794000197202,0.310760498046875,0.511646568775177,0.1953027844429016,0.33029475808143616,0.1993040144443512,0.2380470484495163,0.36878666281700134,0.3759969472885132,0.3108857274055481,0.5114426612854004,0.19521227478981018,0.3303660750389099,0.19925251603126526,0.23799651861190796,0.36907681822776794,0.37622639536857605,0.0004214037035126239,0.0008689151727594435,0.00024178717285394669,0.0003480536979623139,0.0002836906351149082,0.000286774302367121,0.0005427228752523661,0.0005563237937167287,0.05,2
7,0,7,quiet,0.00022258958779275417,0.00045179008156992495,0.0002534724771976471,0.00015599241305608302,0.00014108709001448005,0.00014110722986515611,0.00033098782296292484,0.0002720794000197202,0.310760498046875,0.5259400606155396,0.2083924263715744,0.33029475808143616,0.1993040144443512,0.2380470484495163,0.36878666281700134,0.3759969472885132,0.3108857274055481,0.5257337689399719,0.208296537399292,0.3303660750389099,0.19925251603126526,0.23799651861190796,0.36907681822776794,0.37622639536857605,0.0004214037035126239,0.0008861765381880105,0.00024222955107688904,0.0003480536979623139,0.0002836906351149082,0.000286774302367121,0.0005427228752523661,0.0005563237937167287,0.05,2
8,0,8,quiet,0.00022258958779275417,0.0004493261512834579,0.0002517588436603546,0.00015599241305608302,0.00014108709001448005,0.00014110722986515611,0.00033098782296292484,0.0002720794000197202,0.310760498046875,0.5169896483421326,0.20057302713394165,0.33029475808143616,0.1993040144443512,0.2380470484495163,0.36878666281700134,0.3759969472885132,0.3108857274055481,0.5167845487594604,0.20048034191131592,0.3303660750389099,0.19925251603126526,0.23799651861190796,0.36907681822776794,0.37622639536857605,0.0004214037035126239,0.0008740781922824681,0.0002424614503979683,0.0003480536979623139,0.0002836906351149082,0.000286774302367121,0.0005427228752523661,0.0005563237937167287,0.05,2
9,0,9,quiet,0.00022258958779275417,0.0004506320401560515,0.00025315582752227783,0.00015599241305608302,0.00014108709001448005,0.00014110722986515611,0.00033098782296292484,0.0002720794000197202,0.310760498046875,0.5302107334136963,0.21448808908462524,0.33029475808143616,0.1993040144443512,0.2380470484495163,0.36878666281700134,0.3759969472885132,0.3108857274055481,0.5300054550170898,0.2143895924091339,0.3303660750389099,0.19925251603126526,0.23799651861190796,0.36907681822776794,0.37622639536857605,0.0004214037035126239,0.0008948460454121232,0.0002410002052783966,0.0003480536979623139,0.0002836906351149082,0.000286774302367121,0.0005427228752523661,0.0005563237937167287,0.05,2
10,0,10,quiet,0.00022258958779275417,0.0004495716711971909,0.0002524694427847862,0.00015599241305608302,0.00014108709001448005,0.00014110722986515611,0.00033098782296292484,0.0002720794000197202,0.310760498046875,0.5223945379257202,0.2060607373714447,0.33029475808143616,0.1993040144443512,0.2380470484495163,0.36878666281700134,0.3759969472885132,0.3108857274055481,0.5221887826919556,0.20596595108509064,0.3303660750389099,0.19925251603126526,0.23799651861190796,0.36907681822776794,0.37622639536857605,0.0004214037035126239,0.0008796731126494706,0.00024276133626699448,0.0003480536979623139,0.0002836906351149082,0.000286774302367121,0.0005427228752523661,0.0005563237937167287,0.05,2
11,0,11,quiet,0.00022258958779275417,0.00044926381087861955,0.0002522086724638939,0.00015599241305608302,0.00014108709001448005,0.00014110722986515611,0.00033098782296292484,0.0002720794000197202,0.310760498046875,0.5211323499679565,0.2058044821023941,0.33029475808143616,0.1993040144443512,0.2380470484495163,0.36878666281700134,0.3759969472885132,0.3108857274055481,0.5209270119667053,0.2057095319032669,0.3303660750389099,0.19925251603126526,0.23799651861190796,0.36907681822776794,0.37622639536857605,0.0004214037035126239,0.0008810651488602161,0.00024248100817203522,0.0003480536979623139,0.0002836906351149082,0.000286774302367121,0.0005427228752523661,0.0005563237937167287,0.05,2
12,0,12,quiet,0.00022258958779275417,0.00045127648627385497,0.00025358982384204865,0.00015599241305608302,0.00014108709001448005,0.00014110722986515611,0.00033098782296292484,0.0002720794000197202,0.310760498046875,0.5323473811149597,0.21596159040927887,0.33029475808143616,0.1993040144443512,0.2380470484495163,0.36878666281700134,0.3759969472885132,0.3108857274055481,0.5321415662765503,0.21586251258850098,0.3303660750389099,0.19925251603126526,0.23799651861190796,0.36907681822776794,0.37622639536857605,0.0004214037035126239,0.0008954884251579642,0.00024104490876197815,0.0003480536979623139,0.0002836906351149082,0.000286774302367121,0.0005427228752523661,0.0005563237937167287,0.05,2
13,0,13,quiet,0.00022258958779275417,0.0004508897545747459,0.0002524666488170624,0.00015599241305608302,0.00014108709001448005,0.00014110722986515611,0.00033098782296292484,0.0002720794000197202,0.310760498046875,0.5204477906227112,0.20289377868175507,0.33029475808143616,0.1993040144443512,0.2380470484495163,0.36878666281700134,0.3759969472885132,0.3108857274055481,0.5202426314353943,0.20280012488365173,0.3303660750389099,0.19925251603126526,0.23799651861190796,0.36907681822776794,0.37622639536857605,0.0004214037035126239,0.0008799360366538167,0.0002420172095298767,0.0003480536979623139,0.0002836906351149082,0.000286774302367121,0.0005427228752523661,0.0005563237937167287,0.05,2
